Team,Year 1,Year 2
CIN,-0.29537521815008727,0.1134736842105264
CLE,0.06739277939554977,0.22632636109642856
COL,0.18483708076994665,-0.021684153887543633
DET,0.08621480237664692,-0.32700140911527464
HOU,0.26100971100971115,0.8015501587067244
KCR,-0.1985339732915401,-0.34989858012170405
LAD,0.48403435090578606,0.10609547997936364
MIL,-0.017441055052225707,0.014692971760230211
MIN,-0.12415524784411414,0.06153441303638152
NYM,0.48647196461018805,0.5185958670970856
NYY,0.6106005141857853,0.6784515986351569
OAK,-0.23638798800128358,0.032657153033906816
PHI,-0.2611990305104075,-0.06576243178315
PIT,0.002313974591651835,0.008180844225411654
SDP,-0.0924634182495816,0.42522838850751166
SEA,0.11469193082638451,-0.038042331284166675
SFG,-0.07161997838227308,0.40175032628452056
STL,-0.18691627102244324,-0.15957816298822225
TEX,0.03485751195869691,0.16909275227789022
TOR,-0.06465201949431165,0.12415747549019596
ATL,0.5153738440444582,0.41075931128881216
BAL,0.05783002907951218,0.0844982085312842
BOS,0.3015906571208449,0.25407831429675687
CHC,0.29029008496517505,-0.3003652290320704
CHW,-0.07259437793089019,-0.03304486752762603
CIN,0.1134736842105264,0.5101371511263952
CLE,0.22632636109642856,0.30278193929057107
COL,-0.021684153887543633,0.061410742048255695
DET,-0.32700140911527464,-0.33887932683113453
HOU,0.8015501587067244,0.3471400927050987
KCR,-0.34989858012170405,0.015127299664119409
LAD,0.10609547997936364,0.13131097868740316
MIL,0.014692971760230211,0.07171682200279728
MIN,0.06153441303638152,-0.1677419911328859
NYM,0.5185958670970856,0.47987824885446084
NYY,0.6784515986351569,0.37122511019911864
OAK,0.032657153033906816,-0.002861764339928019
PHI,-0.06576243178315,0.10650104148219341
PIT,0.008180844225411654,0.13039188185793282
SDP,0.42522838850751166,-0.1615877080665813
SEA,-0.038042331284166675,-0.016874304568462506
SFG,0.40175032628452056,0.19800257234016705
STL,-0.15957816298822225,-0.04639334928356709
TEX,0.16909275227789022,0.1566938300349241
TOR,0.12415747549019596,0.09933311086177943
ATL,0.41075931128881216,0.23429816370992818
BAL,0.0844982085312842,-0.17953103920145885
BOS,0.25407831429675687,0.2053657379160736
CHC,-0.3003652290320704,-0.26122990316452777
CHW,-0.03304486752762603,0.3631441169373417
CIN,0.5101371511263952,0.34773618538324413
CLE,0.30278193929057107,0.23143446852425154
COL,0.061410742048255695,0.41139196771607844
DET,-0.33887932683113453,-0.013517067501590763
HOU,0.3471400927050987,0.024136279859781062
KCR,0.015127299664119409,0.3092957539726231
LAD,0.13131097868740316,0.2345472735336287
MIL,0.07171682200279728,-0.07044368824029856
MIN,-0.1677419911328859,-0.1668449197860964
NYM,0.47987824885446084,0.267013227753095
NYY,0.37122511019911864,0.08349718051210564
OAK,-0.002861764339928019,0.31997074986589347
PHI,0.10650104148219341,-0.23700564971751392
PIT,0.13039188185793282,-0.10646507162900587
SDP,-0.1615877080665813,-0.01255221250489491
SEA,-0.016874304568462506,0.2721963079184686
SFG,0.19800257234016705,0.3523861210608201
STL,-0.04639334928356709,0.28568002725636354
TEX,0.1566938300349241,-0.07564362093680987
TOR,0.09933311086177943,-0.17666554104181698
ATL,0.23429816370992818,0.35967376857878586
BAL,-0.17953103920145885,-0.08323281061519916
BOS,0.2053657379160736,0.15045727996661729
CHC,-0.26122990316452777,0.2812308946403097
CHW,0.3631441169373417,-0.01427625667943433
CIN,0.34773618538324413,-0.188451380552221
CLE,0.23143446852425154,0.125588475321039
COL,0.41139196771607844,0.11543603615238718
DET,-0.013517067501590763,-0.12055046797346058
HOU,0.024136279859781062,0.24947377956007832
KCR,0.3092957539726231,-0.05671146411887129
LAD,0.2345472735336287,0.07340695662042185
MIL,-0.07044368824029856,0.07922339212661766
MIN,-0.1668449197860964,-0.002915748087493064
NYM,0.267013227753095,-0.14012793121075884
NYY,0.08349718051210564,0.201675702832262
OAK,0.31997074986589347,0.6048563611491109
PHI,-0.23700564971751392,0.18179479243960373
PIT,-0.10646507162900587,-0.41338570105693373
SDP,-0.01255221250489491,0.15493828316694458
SEA,0.2721963079184686,0.7149264747629593
SFG,0.3523861210608201,-0.12319376493343936
STL,0.28568002725636354,0.6297361955256693
TEX,-0.07564362093680987,-0.10002321478317411
TOR,-0.17666554104181698,0.16624505887791674
ATL,0.35967376857878586,0.6540397980100989
BAL,-0.08323281061519916,-0.12748670942665807
BOS,0.15045727996661729,0.4328253695939499
CHC,0.2812308946403097,-0.20768530233981686
CHW,-0.01427625667943433,0.144698779659429
CIN,-0.188451380552221,-0.18216143128400875
CLE,0.125588475321039,-0.125782686086497
COL,0.11543603615238718,0.008645318645833733
DET,-0.12055046797346058,-0.6585869565217388
HOU,0.24947377956007832,0.2812882404356887
KCR,-0.05671146411887129,-0.09715731108765935
LAD,0.07340695662042185,0.42639363607214564
MIL,0.07922339212661766,-0.3460653072166635
MIN,-0.002915748087493064,0.19463951310861427
NYM,-0.14012793121075884,0.25022161749850547
NYY,0.201675702832262,0.33065742815602484
OAK,0.6048563611491109,0.31391055045871585
PHI,0.18179479243960373,-0.2953194303945219
PIT,-0.41338570105693373,-0.01308315346312483
SDP,0.15493828316694458,-0.14160102311270917
SEA,0.7149264747629593,0.2703458433072168
SFG,-0.12319376493343936,0.28346063259856447
STL,0.6297361955256693,0.5124907838800259
TEX,-0.10002321478317411,0.039529216194188255
TOR,0.16624505887791674,0.13424069023298912
ATL,0.6540397980100989,0.3178864090109954
BAL,-0.12748670942665807,0.19048517874142368
BOS,0.4328253695939499,0.0849985015094239
CHC,-0.20768530233981686,0.12174312223453532
CHW,0.144698779659429,0.07141884664008558
CIN,-0.18216143128400875,-0.24667742208286425
CLE,-0.125782686086497,-0.05153708382522204
COL,0.008645318645833733,0.08380077699914334
DET,-0.6585869565217388,-0.712625444891767
HOU,0.2812882404356887,0.45184362872372663
KCR,-0.09715731108765935,0.19665099363697047
LAD,0.42639363607214564,0.1950216830020306
MIL,-0.3460653072166635,-0.3021022842126544
MIN,0.19463951310861427,0.0943774108222244
NYM,0.25022161749850547,0.14288075229100006
NYY,0.33065742815602484,0.16713115432881231
OAK,0.31391055045871585,0.36938666407464993
PHI,-0.2953194303945219,0.3433352620132877
PIT,-0.01308315346312483,-0.13350343942581722
SDP,-0.14160102311270917,-0.26499685846032595
SEA,0.2703458433072168,0.47195679432876236
SFG,0.28346063259856447,0.3901907866054932
STL,0.5124907838800259,0.30812739496569597
TEX,0.039529216194188255,-0.2911740967573473
TOR,0.13424069023298912,0.2736050397863612
ATL,0.3178864090109954,0.4695994064175508
BAL,0.19048517874142368,0.07045760238102039
BOS,0.0849985015094239,0.24146030909729577
CHC,0.12174312223453532,0.4091940878813003
CHW,0.07141884664008558,0.21005682964323258
CIN,-0.24667742208286425,-0.21802131569275973
CLE,-0.05153708382522204,0.10709418935790005
COL,0.08380077699914334,0.028831034038750758
DET,-0.712625444891767,-0.039503544473544316
HOU,0.45184362872372663,0.4508612045802458
KCR,0.19665099363697047,-0.08662523020257806
LAD,0.1950216830020306,0.2747846400934444
MIL,-0.3021022842126544,-0.5107659739383004
MIN,0.0943774108222244,0.08951048951048968
NYM,0.14288075229100006,-0.09362125102999208
NYY,0.16713115432881231,0.06745118491782298
OAK,0.36938666407464993,0.04125892665948383
PHI,0.3433352620132877,0.2138665325285043
PIT,-0.13350343942581722,0.0025142314990516113
SDP,-0.26499685846032595,0.3750387854609931
SEA,0.47195679432876236,-0.21156437243016857
SFG,0.3901907866054932,0.20080977845683723
STL,0.30812739496569597,0.47987114980166634
TEX,-0.2911740967573473,0.30145861402378316
TOR,0.2736050397863612,-0.10824065420955575
ATL,0.4695994064175508,0.3825269242493814
BAL,0.07045760238102039,-0.20611968449931428
BOS,0.24146030909729577,0.26163401815575726
CHC,0.4091940878813003,-0.06749385387156259
CHW,0.21005682964323258,0.4728431095628163
CIN,-0.21802131569275973,-0.050363521632966535
CLE,0.10709418935790005,0.2882684648448284
COL,0.028831034038750758,0.00698877531824138
DET,-0.039503544473544316,-0.1757536454241735
HOU,0.4508612045802458,0.2983529880081601
KCR,-0.08662523020257806,-0.24379076491185225
LAD,0.2747846400934444,-0.04090491613090297
MIL,-0.5107659739383004,0.22513250412037422
MIN,0.08951048951048968,0.0951398159207475
NYM,-0.09362125102999208,0.2730241783796723
NYY,0.06745118491782298,0.11655036663834295
OAK,0.04125892665948383,0.4887750602390666
PHI,0.2138665325285043,0.23452333405020154
PIT,0.0025142314990516113,-0.11906983859863907
SDP,0.3750387854609931,-0.08736890435455003
SEA,-0.21156437243016857,0.07104690169902206
SFG,0.20080977845683723,-0.11024084549280833
STL,0.47987114980166634,0.5935223465329074
TEX,0.30145861402378316,-0.13697131384992645
TOR,-0.10824065420955575,0.48734843285289386
ATL,0.3825269242493814,0.29748260650088865
BAL,-0.20611968449931428,-0.23555686874304804
BOS,0.26163401815575726,-0.01888396156688854
CHC,-0.06749385387156259,-0.1037103278271232
CHW,0.4728431095628163,0.2019756468444207
CIN,-0.050363521632966535,-0.2017754842494952
CLE,0.2882684648448284,0.23374783196636972
COL,0.00698877531824138,0.15735068680736086
DET,-0.1757536454241735,0.5483644228169773
HOU,0.2983529880081601,0.12435828295156703
KCR,-0.24379076491185225,-0.21516039110424234
LAD,-0.04090491613090297,0.18951154558150085
MIL,0.22513250412037422,-0.22333371704846305
MIN,0.0951398159207475,0.4199911165216248
NYM,0.2730241783796723,0.22771932932450234
NYY,0.11655036663834295,0.1962484754174203
OAK,0.4887750602390666,0.28815896752462455
PHI,0.23452333405020154,0.22171758876961167
PIT,-0.11906983859863907,-0.0680246292627742
SDP,-0.08736890435455003,0.19836042784411756
SEA,0.07104690169902206,0.05417267917267887
SFG,-0.11024084549280833,-0.03966810330199877
STL,0.5935223465329074,0.23885522632334233
TEX,-0.13697131384992645,0.14560980080655028
TOR,0.48734843285289386,0.10143839366805141
ATL,0.29748260650088865,0.2982887844643187
BAL,-0.23555686874304804,-0.26497695852534564
BOS,-0.01888396156688854,0.45473553375150777
CHC,-0.1037103278271232,0.32323465926611217
CHW,0.2019756468444207,-0.310465458260452
CIN,-0.2017754842494952,-0.1553109077869559
CLE,0.23374783196636972,0.2652519336397261
COL,0.15735068680736086,0.26522672884579945
DET,0.5483644228169773,0.2892668250018744
HOU,0.12435828295156703,-0.014265080410139852
KCR,-0.21516039110424234,0.22629026267687147
LAD,0.18951154558150085,-0.014114476602195225
MIL,-0.22333371704846305,-0.005112810018404801
MIN,0.4199911165216248,0.17612717318221094
NYM,0.22771932932450234,0.09135323383084604
NYY,0.1962484754174203,0.4454845932118654
OAK,0.28815896752462455,-0.16908976317391833
PHI,0.22171758876961167,0.12180950716341776
PIT,-0.0680246292627742,-0.11872248997557566
SDP,0.19836042784411756,0.3119718909192595
SEA,0.05417267917267887,0.13551513348886646
SFG,-0.03966810330199877,0.031145274117456268
STL,0.23885522632334233,-0.1509022087267584
TEX,0.14560980080655028,0.14743634420592855
TOR,0.10143839366805141,0.19105837023864503
ATL,0.2982887844643187,0.006634985337143462
BAL,-0.26497695852534564,-0.004710414710738409
BOS,0.45473553375150777,0.22106474771072415
CHC,0.32323465926611217,0.5479401434535167
CHW,-0.310465458260452,0.264147464814223
CIN,-0.1553109077869559,-0.0016477272727275505
CLE,0.2652519336397261,0.09246251662980232
COL,0.26522672884579945,-0.2373728490604754
DET,0.2892668250018744,-0.03291941267515375
HOU,-0.014265080410139852,0.10504030123852548
KCR,0.22629026267687147,-0.10862544031456167
LAD,-0.014114476602195225,0.08758377425044106
MIL,-0.005112810018404801,0.12931785195936207
MIN,0.17612717318221094,0.48923826717724106
NYM,0.09135323383084604,0.24432813744453297
NYY,0.4454845932118654,0.0779023122264002
OAK,-0.16908976317391833,-0.07502131287297598
PHI,0.12180950716341776,0.43679599499374255
PIT,-0.11872248997557566,-0.0030858497245049854
SDP,0.3119718909192595,-0.3393545497135624
SEA,0.13551513348886646,-0.0838562904621809
SFG,0.031145274117456268,-0.15348937747035585
STL,-0.1509022087267584,0.2110752069408175
TEX,0.14743634420592855,-0.17083741264158991
TOR,0.19105837023864503,0.47271892363502754
ATL,0.006634985337143462,0.436781389622932
BAL,-0.004710414710738409,-0.030184127336254196
BOS,0.22106474771072415,0.43569256082967645
CHC,0.5479401434535167,0.1396010136727961
CHW,0.264147464814223,0.06539262747939478
CIN,-0.0016477272727275505,0.03803082336064634
CLE,0.09246251662980232,-0.15428216766744685
COL,-0.2373728490604754,0.19320878126848307
DET,-0.03291941267515375,0.12894938892752927
HOU,0.10504030123852548,-0.2119407808365814
KCR,-0.10862544031456167,-0.3607300402346212
LAD,0.08758377425044106,0.5182760501909436
MIL,0.12931785195936207,0.15814554685188398
MIN,0.48923826717724106,0.24131646946824414
NYM,0.24432813744453297,-0.12362707132830852
NYY,0.0779023122264002,0.18752095443363137
OAK,-0.07502131287297598,0.1385165140521365
PHI,0.43679599499374255,0.35278819360831104
PIT,-0.0030858497245049854,-0.20334610849056656
SDP,-0.3393545497135624,-0.43161741625936045
SEA,-0.0838562904621809,-0.20774927745664673
SFG,-0.15348937747035585,0.4797709172527007
STL,0.2110752069408175,0.24321489726027368
TEX,-0.17083741264158991,0.13494208494208548
TOR,0.47271892363502754,0.0980710531191793
ATL,0.436781389622932,0.3603323553108351
BAL,-0.030184127336254196,-0.37549692958302616
BOS,0.43569256082967645,0.12673515261455925
CHC,0.1396010136727961,-0.07837341428829792
CHW,0.06539262747939478,0.14821083172146965
CIN,0.03803082336064634,0.2456989744063569
CLE,-0.15428216766744685,-0.18363003095975206
COL,0.19320878126848307,0.030931551015232817
DET,0.12894938892752927,-0.04222454403549847
HOU,-0.2119407808365814,-0.05227886551763561
KCR,-0.3607300402346212,-0.3683431952662728
LAD,0.5182760501909436,-0.013493253373312974
MIL,0.15814554685188398,-0.17434825870646797
MIN,0.24131646946824414,0.4149367141747651
NYM,-0.12362707132830852,0.22180345653149747
NYY,0.18752095443363137,0.42302620416706604
OAK,0.1385165140521365,0.1621803304757634
PHI,0.35278819360831104,0.49353141191709815
PIT,-0.20334610849056656,-0.5956265663667373
SDP,-0.43161741625936045,0.5000452939577862
SEA,-0.20774927745664673,-0.7218340343057577
SFG,0.4797709172527007,0.6777465786967429
STL,0.24321489726027368,0.3894560130231297
TEX,0.13494208494208548,0.42947718474704466
TOR,0.0980710531191793,-0.04748562695582592
ATL,0.3603323553108351,0.26102293678524013
BAL,-0.37549692958302616,-0.21662725003284677
BOS,0.12673515261455925,0.21092769916650544
CHC,-0.07837341428829792,-0.18058589388864643
CHW,0.14821083172146965,-0.12077778066550504
CIN,0.2456989744063569,0.1553854875283447
CLE,-0.18363003095975206,-0.056489234449760506
COL,0.030931551015232817,-0.06984654326847028
DET,-0.04222454403549847,0.17975291167834584
HOU,-0.05227886551763561,-0.277973199329983
KCR,-0.3683431952662728,0.047981159889260994
LAD,-0.013493253373312974,0.2068160597572355
MIL,-0.17434825870646797,0.21875964678107263
MIN,0.4149367141747651,-0.22471045419107982
NYM,0.22180345653149747,0.0551171643303876
NYY,0.42302620416706604,0.7061246201408307
OAK,0.1621803304757634,0.020145905401239617
PHI,0.49353141191709815,0.8116958351118972
PIT,-0.5956265663667373,0.0350110517590716
SDP,0.5000452939577862,0.12471744824369413
SEA,-0.7218340343057577,-0.3690167865707439
SFG,0.6777465786967429,0.03313907606386213
STL,0.3894560130231297,0.23042874698466154
TEX,0.42947718474704466,0.3091900109703114
TOR,-0.04748562695582592,0.09935039784373823
ATL,0.26102293678524013,0.44047619047619024
BAL,-0.21662725003284677,0.08552474300741064
BOS,0.21092769916650544,-0.05079073163805514
CHC,-0.18058589388864643,-0.1573634063881597
CHW,-0.12077778066550504,0.3669667436635762
CIN,0.1553854875283447,0.35798175772551133
CLE,-0.056489234449760506,-0.4340320963778468
COL,-0.06984654326847028,-0.0954433607067684
DET,0.17975291167834584,0.19851157435960687
HOU,-0.277973199329983,-0.5134153665354653
KCR,0.047981159889260994,-0.011152180465440864
LAD,0.2068160597572355,0.30793159938888603
MIL,0.21875964678107263,0.10345670243737759
MIN,-0.22471045419107982,-0.24194488642598477
NYM,0.0551171643303876,-0.1396159270912447
NYY,0.7061246201408307,0.38715107099234336
OAK,0.020145905401239617,0.34020585588260843
PHI,0.8116958351118972,-0.0007051943584448495
PIT,0.0350110517590716,0.1769042832984633
SDP,0.12471744824369413,-0.10185846260357856
SEA,-0.3690167865707439,0.09217086177844891
SFG,0.03313907606386213,0.4864350983514383
STL,0.23042874698466154,0.2853304284676832
TEX,0.3091900109703114,0.25654172560113153
TOR,0.09935039784373823,0.03722494584425906
ATL,0.44047619047619024,0.5949329485656083
BAL,0.08552474300741064,0.2542933141488626
BOS,-0.05079073163805514,0.5351413947902666
CHC,-0.1573634063881597,-0.25571510542989273
CHW,0.3669667436635762,-0.2544766557034288
CIN,0.35798175772551133,0.4886384090367333
CLE,-0.4340320963778468,0.330627141669539
COL,-0.0954433607067684,-0.09207544356642305
DET,0.19851157435960687,0.465589163767556
HOU,-0.5134153665354653,-0.3349791215589235
KCR,-0.011152180465440864,0.36741747293605354
LAD,0.30793159938888603,0.06843200482899903
MIL,0.10345670243737759,-0.18727711062591013
MIN,-0.24194488642598477,-0.5561517220853518
NYM,-0.1396159270912447,-0.18144243214390343
NYY,0.38715107099234336,0.18215063624899752
OAK,0.34020585588260843,0.4079478487614083
PHI,-0.0007051943584448495,-0.2580533607651736
PIT,0.1769042832984633,0.05377264104008006
SDP,-0.10185846260357856,-0.21951456310679607
SEA,0.09217086177844891,-0.44181034482758585
SFG,0.4864350983514383,-0.15598462172055427
STL,0.2853304284676832,0.7826699066574094
TEX,0.25654172560113153,0.35047385198587033
TOR,0.03722494584425906,0.008226324237559979
